Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
19600307,-0.99,-1.89,-1.14,-1.15,-1.27,-0.88,-0.46,-1.71,-0.39,-1.1
19600308,-0.5,-1.67,-1.14,-1,-0.69,-0.8,-0.89,-1.05,-0.38,-0.79
19600309,0.63,1.99,1.25,0.63,2.02,1.37,0.05,1.15,0.03,1.32
19600310,-0.11,-0.74,-0.53,-0.38,-0.34,-0.42,0.65,-0.51,-0.03,0.31
19600311,0.43,1.7,0.84,0.73,1.04,0.29,0.13,0.28,0.38,0.89
19600314,0.01,-0.37,0.25,0.12,0.02,0.52,0.4,0.36,0.37,0.34
19600315,0.57,1.55,0.88,1.4,0.61,0.37,0.47,1.23,0.18,0.43
19600316,0.32,0,0.87,0.11,0.82,0.07,0.52,1.51,0.27,0.89
19600317,-0.3,0.18,-0.48,0.14,-0.07,-0.09,0.23,-0.1,-0.01,-0.33
19600318,-0.14,-0.38,-0.02,0.6,0.22,0.08,-0.05,0.58,0.1,-0.27
19600321,-0.02,-0.38,-0.16,0.79,0.01,0.37,-0.08,0.7,0.37,-0.34
19600322,0.02,0.13,0.3,0.17,0.87,0.63,0.52,0.57,0.35,0.31
19600323,0.6,0.58,0.54,1.35,1.23,1.35,0.6,-0.32,0.45,0.38
19600324,0.62,0.84,0.29,0.43,0.23,0.42,0.55,0.47,0.37,0.81
19600325,0.17,-0.07,-0.12,-0.47,0.22,0.63,0.04,0.39,0.06,0.05
19600328,0.58,-0.41,-0.5,-0.49,-0.29,-0.08,0.17,-0.16,0.26,-0.2
19600329,-0.15,-0.8,-0.29,-0.15,0.36,-0.18,-0.1,0.32,-0.1,-0.42
19600330,0.08,-0.83,-0.29,-0.93,1,-0.06,0,0.05,-0.01,-0.17
19600331,-0.52,-1.41,-0.67,-0.67,-0.89,-0.32,-0.25,0.27,-0.06,-0.82
19600401,0.21,1.23,-0.25,0.11,1.15,-0.04,0.05,0.82,0.1,0.12
19600404,0.15,0.05,0.32,-0.28,0.4,0.15,-0.15,0.52,0.41,0.08
19600405,0.1,1.44,0.62,0.15,1.11,0.53,0.38,0.64,0.16,0.16
19600406,0.38,3.06,1.12,1.01,1.36,0.4,0.58,1.08,0.2,0.76
19600407,0.36,-1.08,0.09,0.04,0.41,0.08,0.39,0.11,0,0.2
19600408,-0.06,-0.44,-0.11,-0.9,-0.39,0.07,-0.16,1.01,0,-0.01
19600411,-0.13,-0.74,-0.66,-0.07,-0.86,-0.06,-0.02,0.31,0.03,-0.31
19600412,0.05,-0.04,0.13,-0.15,0.22,1.62,0.09,0.13,0.12,0.11
19600413,0.08,-1.44,-0.24,0.01,0.6,0.78,-0.01,-0.11,0.07,-0.12
19600414,0.43,1.51,-0.03,-0.04,0.57,0.91,0.14,-0.36,-0.06,0.12
19600418,0.15,0.62,-0.07,-0.56,0.02,2.39,0.23,0.46,0.35,-0.15
19600419,-0.1,-2.19,-0.67,-0.77,-0.9,-1.02,-0.2,-0.98,-0.06,-0.28
19600420,-0.3,-0.61,-0.97,-0.57,-1.99,-4.18,-0.12,-0.28,-0.63,-0.55
19600421,0.38,0.54,0.23,0.5,1.12,-0.75,0.06,0.14,0.51,0.28
19600422,-0.1,-0.85,-0.6,-0.14,-0.28,0.37,-0.01,-0.29,0.18,-0.24
19600425,-0.55,-2.11,-1.09,-1.21,-1.14,-1.12,-0.53,-1.13,-0.11,-0.94
19600426,0.33,1.11,0.17,0.19,0.64,0.68,-0.06,0.71,0.21,0.22
19600427,0.45,-0.33,-0.17,0.32,-0.27,0.05,-0.21,0.32,0.2,-0.11
19600428,-0.41,-0.14,-0.93,-1.1,-1.37,-1.16,-0.13,-1.53,-0.33,-0.73
19600429,0.08,-1,-0.45,-0.88,0.22,-0.59,-0.53,0.11,-0.01,0.3
19600502,-0.09,-1.76,-0.67,-0.22,-0.61,-0.44,0.21,0.18,-0.12,-0.54
19600503,0.85,1.98,1.83,1.34,2.19,0.78,0.43,1.19,0.38,0.76
19600504,0.08,0.13,0.53,0.61,0.35,0.86,0.19,0.79,-0.03,0.35
19600505,0.28,-0.54,-0.46,-0.48,-0.85,0,-0.01,0.11,0.09,-0.27
19600506,0.18,0,-0.43,-0.56,0.72,-0.77,0.05,0.1,0.25,0.26
19600509,0.12,-0.04,0.42,-0.14,0.01,-0.28,0.1,0.4,0.15,-0.36
19600510,0.01,-1.43,-0.45,-1.31,-0.58,-0.33,0.22,0.27,-0.33,-1.05
19600511,0.24,0.84,0.2,-0.27,0.75,0.56,-0.16,0.33,0.09,0.18
19600512,0.59,0.8,1.02,-0.37,0.91,-0.18,0.34,1.25,0.08,0.62
19600513,0.69,2.18,1.27,-0.16,1.38,0.53,0.39,1.31,0.35,0.47
19600516,0,-0.35,0.38,-0.65,-0.13,-0.26,-0.11,-0.44,-0.08,-0.45
19600517,0.37,1.52,1.1,-0.54,0.02,-0.3,-0.08,0.34,-0.06,0.41
19600518,0.14,-0.7,0.14,0.41,0.12,0,-0.04,-0.59,-0.02,0.03
19600519,0.09,-0.2,-0.06,1.84,1.1,-0.2,0.42,1.06,0.32,0.72
19600520,0.32,-0.09,-0.3,1.98,-0.37,0.44,0.25,0.31,0.03,0.84
19600523,0.53,-1.14,-0.25,0.06,0.09,-0.14,0.44,0.29,0.09,-0.16
19600524,0.69,-0.15,-0.23,-1.86,1.43,-0.02,-0.43,0.99,0.12,0.04
19600525,0.22,0.01,-0.18,-1.23,0.5,0.95,-0.01,0.87,-0.06,-0.61
19600526,0.29,-0.32,-0.02,-0.73,0.93,0.79,0.19,1.32,-0.08,-0.46
19600527,0.03,-1.33,0.08,-0.34,0.47,-0.11,0.67,2.19,0.22,0.11
19600531,0.73,0.02,-0.1,-0.84,0.76,1.42,0.02,0.69,0.1,-0.61
19600601,0.12,0.67,0.01,-1.17,0.4,1.81,0.31,0.52,0.28,-0.29
19600602,-0.02,0.68,0.79,0.12,0.5,-0.53,1.04,0.01,0.36,-0.13
19600603,0.27,0.02,0.12,1.78,-0.57,-0.32,0.04,-0.29,0.25,0.46
19600606,0.5,1.27,1.22,2.84,1.49,0.17,0.01,0,0.59,1.11
19600607,0.51,1.53,1.37,1.74,0.96,-0.3,0.73,1.46,0.29,0.7
19600608,0.42,0.76,0.7,0.3,2.06,0.25,0.32,0.98,0.58,1.21
19600609,0.1,-1.22,0.31,0.32,-0.34,0.11,1.28,0.11,0.49,-0.25
19600610,0.5,0.24,-0.27,-0.02,0.29,0.03,-0.1,0.41,0.28,0.22
19600613,0.68,-0.53,0.07,-0.81,0.07,0.04,0.05,1.67,0.35,0.09
19600614,0.48,-0.05,-0.03,-0.78,0.06,-0.49,0.62,1,0.2,0
19600615,-0.22,-0.53,-0.47,-0.79,-1.24,-1.07,0.1,-0.04,0.07,-0.51
19600616,0.26,-1.04,-0.13,0.15,-0.4,0.34,0.25,-0.23,-0.06,-0.45
19600617,0.67,0.04,-0.04,-0.47,-0.16,-0.03,-0.21,-0.33,-0.06,-0.15
19600620,-0.31,-0.41,-0.57,-0.13,-1.01,-0.22,0.73,-0.49,0.08,-0.07
19600621,-0.32,-0.02,-0.67,1.56,-0.71,0.23,0.26,-0.24,0.1,0.34
19600622,0.21,0.72,0.31,-0.04,-0.2,0.48,-0.38,-0.4,0.42,0.71
19600623,0.41,1.27,0.33,0.89,0.78,0.03,0.54,-0.06,0.19,0.45
19600624,-0.16,0.02,-0.05,0.18,1.09,-0.06,0.08,-1.15,0.48,0.36
19600627,0.03,-1.72,-0.8,-0.88,-0.56,-0.54,-0.27,-0.12,0.42,-0.31
19600628,-0.92,-0.61,-0.59,-0.64,-0.9,-0.45,-1.64,-1.47,-0.14,-0.87
19600629,0.48,0.23,0,-0.03,0.22,-0.14,0.42,-0.88,0.02,0.04
19600630,0.55,-0.44,0.07,-0.55,-0.31,0.33,-0.4,-0.58,0.42,0.11
19600701,0.11,0.35,0.24,-0.05,0.72,0.34,0.26,-0.09,-0.02,0.41
19600705,0.14,0.09,-0.54,0.51,-0.55,0.13,0.4,0.35,0.16,-0.17
19600706,-0.23,-0.34,-0.29,0.63,-0.6,-0.39,-0.04,-0.18,0.29,-0.31
19600707,1.03,1.51,0.66,0.37,-0.28,0.84,0.09,0.16,0.53,0.64
19600708,0.52,0.57,0.32,0.08,0.19,-0.01,0.34,0.17,0.4,0.11
19600711,-0.67,-1.82,-0.9,-1.03,-1.68,-0.19,-0.31,-0.95,-0.24,-0.51
19600712,-0.94,-0.94,-0.99,-1.05,-2.19,-0.79,-0.94,-1.54,-0.37,-0.89
19600713,-0.45,-0.41,-0.41,0.12,-0.38,0.09,-0.31,-1.25,0,-0.07
19600714,0.21,-0.05,-0.13,-0.06,0.34,0.15,-0.3,0.34,0.08,-0.2
19600715,0.2,-0.12,-0.22,-0.29,0.2,0.06,-0.07,-0.23,0.11,0.31
19600718,-0.72,-0.56,-0.73,-0.27,-1.93,-0.03,-0.54,-0.69,0.24,-0.34
19600719,0.08,0.05,-0.15,0.16,0.25,0.2,-0.09,-0.24,-0.08,0.03
19600720,0,0.38,-0.16,0.08,-0.51,-0.33,-0.19,0.41,-0.37,0.05
19600721,-0.27,-1.62,-1.09,-0.61,-1.66,0.03,-0.69,-0.54,-0.62,-0.6
19600722,-0.7,-0.19,-1.01,-0.45,-1.01,-0.07,-0.23,-0.04,-0.79,-0.77
19600725,-1.23,-0.83,-1.17,-0.79,-1.04,-0.93,-1.23,-1.79,-1.32,-1.1
19600726,0.68,0.49,0.83,0.5,2.04,0.15,0.11,0.55,0.05,0.65
19600727,-0.6,-0.53,-1.23,0,-0.69,-0.21,-0.51,-1.31,-0.04,-0.88
19600728,0.71,1.83,0.73,1.04,1.44,-0.04,0.39,0.7,0.41,1.01
19600729,1.24,1.61,2.08,1.84,3.22,1.12,0.84,2.31,0.51,1.27
19600801,-0.18,0.26,0.26,-0.15,-0.82,-0.29,0.07,0.28,0.1,-0.07
19600802,-0.38,-1.6,-0.8,-0.18,-1.77,-0.76,-0.6,-1.18,-0.32,-0.78
19600803,-0.35,-1.19,-0.67,-0.34,-1.31,-0.21,-0.3,-0.18,0.21,-0.1
19600804,0.16,0.68,0.23,0.25,1.34,0.41,-0.27,-0.87,0.01,0.06
19600805,0.93,1.5,1.08,1.65,1.54,0.01,0.85,2.03,0.3,0.86
19600808,0.29,0.54,-0.16,1.62,-0.41,-0.19,0.53,0.64,0.06,0.13
19600809,0.59,-0.77,0.37,2.14,0.28,0.68,0.21,0.47,0.44,0.59
19600810,0.34,0.15,0.68,0.22,0.61,0.07,0.55,0.94,0.2,0.28
19600811,0.61,-0.25,0.69,-0.29,0.41,0.46,1.08,0.72,0.32,0.54
19600812,0.78,1.37,0.72,0.52,0.84,0.32,0.62,0.56,0.39,1.04
19600815,0.11,0.34,-0.23,-0.33,0.2,-0.01,-0.32,-0.35,0.55,0.28
19600816,0.55,1.02,0.21,-0.12,0.15,-0.14,0.79,-0.17,0.41,0.29
19600817,0.19,1.04,0.14,0.27,0.69,0.4,-0.22,0.47,0.13,0.25
19600818,-0.02,0.32,-0.1,-0.35,-0.32,0.3,0.71,0.38,0.28,-0.22
19600819,-0.03,0.83,0.39,-0.04,0.3,1.06,-0.27,-0.44,0.36,0.44
19600822,-0.06,0.89,0.2,0.65,0.03,0.64,0.12,-0.46,0.27,0.31
19600823,0.81,1.34,1.15,1.08,0.71,1.08,0.67,0.3,0.36,0.83
19600824,0.74,1.31,0.25,0.51,0.79,0.56,0.46,0.45,0.45,0.08
19600825,0.04,-1.68,-0.49,-1.17,-0.1,0.01,-0.08,0.41,-0.11,-0.21
19600826,-0.1,-0.96,-0.34,-0.64,-0.21,0.43,-0.83,0.45,0.04,-0.38
19600829,0,-1.43,-0.55,-0.38,0.16,1.19,-0.45,-0.78,-0.06,-0.12
19600830,-0.59,-0.88,-1.22,-1,-1.55,-0.97,-0.53,-1.36,-0.39,-1.05
19600831,0.01,0.75,-0.08,0.18,-0.34,1.88,0.32,0.18,0.31,0.05
19600901,0.58,0.52,-0.13,0.07,0.7,0.64,-0.28,0.62,0.21,0.21
19600902,0.12,-0.8,0.09,0.17,-0.21,-0.54,-0.11,-0.22,0,-0.06
19600906,-0.54,-0.5,-0.94,-1.54,-1.08,-1,-0.6,-1.32,-0.23,-0.68
19600907,-1.13,-1.91,-1.38,-0.54,-2.08,-1.35,-0.93,-1.98,-0.12,-1.06
19600908,0.44,-0.78,-0.18,-0.55,0.41,0.7,-0.57,-0.58,0.19,0.15
19600909,0.78,1.61,0.58,0.34,0.75,0.91,0.17,0.51,0.07,0.63
19600912,-0.52,-0.8,-0.6,-0.28,-1.02,-0.94,-0.4,-0.7,-0.38,-1
19600913,0.32,0.18,-0.03,0.48,0.03,0.26,0.32,-0.22,0.36,0.17
19600914,-0.73,-1.08,-0.89,-0.44,-1.25,0.18,-1.24,-1.19,-0.29,-0.91
19600915,-0.12,0.64,-0.52,0.02,-1.09,-0.73,-0.42,-0.55,-0.23,-0.23
19600916,0.04,-0.8,-0.26,0.22,-0.53,0.01,-0.14,-0.19,-0.01,-0.14
19600919,-2.09,-1.59,-2.5,-1.32,-3.9,-2.53,-2.85,-3.57,-0.96,-1.83
19600920,-0.03,-0.14,0.35,0.2,1.09,0.4,0.16,0.26,-0.28,0.43
19600921,1.28,1.75,1.07,0.85,1.85,0.59,1.02,1.8,0.24,0.83
19600922,0.02,-0.82,-0.66,-0.16,-0.38,-0.51,0.92,-1.03,-0.15,-0.43
19600923,-0.45,-1.39,-1.06,-0.68,-1.65,-0.58,-0.85,-0.8,-0.49,-0.58
19600926,-1.39,-0.41,-1.61,-0.6,-1.89,-2.01,-2.28,-2.46,-1.25,-1.41
19600927,-0.43,-0.78,-0.23,0.4,-0.37,-0.03,-0.14,-0.15,-0.85,-0.67
19600928,-1.08,-0.01,-0.77,-0.08,-1.11,-1.67,-1.12,-1.04,-1.12,-0.96
19600929,0.24,-0.28,0.49,0.69,0.44,-0.07,-0.7,1.2,0.07,0.05
19600930,1.26,1.65,1.97,1.8,2.38,2.26,1.37,2.71,0.64,1.7
19601003,0.17,-0.63,-0.31,0.18,-0.89,-0.49,-0.2,-0.47,0.18,-0.16
19601004,-0.26,-0.72,-1.06,-0.65,-1.03,-0.54,-0.55,-1.37,-0.04,-0.73
19601005,0.38,0.24,0.72,2.06,0.93,0.58,0.12,-0.64,0.21,0.26
19601006,1.29,0.53,0.72,0.05,0.47,0.52,0.79,1.04,0.57,0.48
19601007,0.27,1.19,0.63,0.75,0.32,0.22,0.57,0.53,0.61,0.37
19601010,0.52,0.33,-0.14,0.29,-0.06,0,0.82,0.25,0.46,-0.13
19601011,-0.04,0.28,0.16,-0.48,0.18,1.29,-0.35,-0.22,-0.11,0.21
19601012,-0.26,0.81,-0.38,0.77,-1.19,0.2,-0.2,0.16,-0.19,-0.02
19601013,0.76,0.07,0.86,0.42,1.82,1.04,0.41,0.54,0.82,0.73
19601014,0.24,0.63,0.75,0.48,0.39,0.52,0.71,1.27,0.28,0.18
19601017,-0.07,-0.03,-0.29,-0.01,-0.73,-1.64,0.18,0.04,-0.17,-0.22
19601018,0,-1.2,-0.72,-0.5,-0.67,-0.03,-0.38,-0.57,-0.22,-0.41
19601019,0.09,-0.26,-0.21,-0.5,-0.48,0.42,-0.15,-0.6,-0.21,-0.01
19601020,-0.76,-1.01,-0.48,-1.05,-1.46,-0.93,-0.62,-0.51,-0.54,-0.56
19601021,-1.08,-0.54,-1.12,-0.57,-1.34,-1.58,-0.52,-1.74,-0.54,-0.81
19601024,-1.53,-1.28,-1.5,-1.2,-1.57,-0.5,-1.28,-1.97,-0.93,-1.01
19601025,-0.03,-1.77,-0.91,-0.19,-1.03,-0.55,-0.49,-1.06,-0.77,-0.66
19601026,1.25,2.14,1.56,1.64,2.06,1.21,1.1,1.44,0.48,1.2
19601027,0.99,0.69,1.18,1.43,1.95,0.87,1.08,1.28,0.33,1.2
19601028,-0.44,-0.16,-0.58,-0.25,-1.1,-0.1,-0.36,-0.82,-0.04,-0.59
19601031,0.2,-0.57,0.21,-0.19,0.25,-0.32,-0.41,-0.03,-0.49,-0.08
19601101,0.5,1.47,1.18,0.9,1.79,0.74,0.91,0.75,0.4,0.57
19601102,0.71,0.13,0.63,1.11,0.25,-0.15,0.53,0.81,0.25,1.02
19601103,0.27,0.01,0.58,0.58,0.5,-0.51,0.64,1.03,0.48,0.7
19601104,0.38,1.08,1.02,0.93,1.31,0.82,0.74,0.65,0.44,0.31
19601107,0.28,0.82,0.47,0.25,0.31,1.22,0.6,-0.28,-0.04,0.22
19601109,0.49,0.02,0.9,-0.41,0.97,0.8,0.08,0.59,-0.38,0.39
19601110,1.68,1.16,2,0.7,1.94,0.36,2.34,2.16,0.68,1.17
19601111,-0.16,-0.44,-0.7,-0.54,-0.88,0.03,-0.12,-0.44,0.02,-0.25
19601114,0.33,-1.27,-0.58,-0.26,-0.18,-0.78,-0.44,-0.56,0.1,-0.12
19601115,0.32,-0.55,0.58,0.54,1.14,0.45,0.17,0.98,0.26,0.5
19601116,-0.14,-0.98,-0.06,0.13,-0.86,-0.19,0.34,-0.05,0.15,-0.18
19601117,0.26,-0.89,-0.54,-0.41,-0.1,-0.01,-0.2,0.55,-0.07,0.19
19601118,0.75,0.52,0.23,0.35,1.32,0.67,0.84,0.52,0.25,0.67
19601121,0.66,0.26,0.18,-0.01,0.39,0.42,-0.05,0.11,0.52,0.6
19601122,0.02,-0.67,-0.47,-0.03,-0.77,-0.61,-0.16,-1.03,0.21,-0.12
19601123,0.8,-0.36,0.22,0.28,-0.15,0.25,0.26,-0.56,0.5,0.72
19601125,1.06,0.87,0.67,0.58,1.16,0.22,0.99,0.06,0.24,0.58
19601128,0.58,-0.72,-0.2,-0.3,-0.07,0.15,-0.19,-0.34,-0.09,-0.03
19601129,-0.03,-0.34,-0.59,-0.42,-0.73,0.42,0.11,-0.5,-0.07,-0.29
19601130,-0.39,-0.76,-0.73,-0.59,-0.45,-0.17,-0.64,-0.43,-0.17,-0.17
19601201,0.14,-0.4,-0.6,-0.59,-0.55,-0.22,-0.36,-0.03,0.1,-0.51
19601202,1.15,0.18,0.19,-0.13,0.13,-0.44,0.19,0.72,0.02,0.59
19601205,0.51,-0.56,-0.54,-0.26,-0.41,0.32,-0.13,-0.07,0.37,-0.25
19601206,0.39,-0.16,0.45,0.73,0.96,0.18,0.22,0.54,0.59,0.04
19601207,0.42,1.02,1.36,0.45,1.68,0.57,0.57,1.58,0.54,0.54
19601208,0.13,0.53,0.21,-0.37,1.05,0.37,0.18,0.16,-0.02,0.13
19601209,0.64,0.68,1.48,0.65,0.81,0.51,0.89,0.79,0.49,0.87
19601212,0.68,0.43,0.5,0.1,0.64,-0.1,0.34,0.92,0.23,0.51
19601213,0.24,0.56,0.06,0.28,-0.51,0.22,0.46,0.12,0.44,-0.04
19601214,0.3,-0.35,0.05,-0.27,-0.38,-0.03,0.01,-0.21,0.11,-0.09
19601215,-0.56,-0.99,-0.06,-0.46,-0.15,-0.22,-0.47,0.55,0.04,0.29
19601216,0.65,1.57,1.16,0.88,1.46,0.3,0.24,1.2,0.5,0.67
19601219,-0.02,0.28,-0.17,-0.33,-0.48,-0.05,-0.12,0.44,-0.07,0.29
19601220,-0.55,-0.79,0.04,-0.05,-0.39,0.04,0.03,0.51,0.27,0.22
19601221,-0.08,-1.24,0,1.88,-0.39,6.32,0.05,-0.63,0.29,0.15
19601222,-0.28,-0.95,-0.34,0.82,-0.42,-1.6,-0.01,0.1,0.1,0.02
19601223,-0.24,-0.01,-0.02,0.17,-0.31,0.73,0.24,0.02,0.3,-0.12
19601227,0.05,-0.06,-0.2,0.3,0.36,0.97,-0.3,0.05,0.31,0.13
19601228,0.38,0.14,0.06,0.17,0.56,1.95,-0.08,-0.24,0.56,0.48
19601229,0.46,-0.07,0.28,0.69,-0.01,2.12,0.07,0.47,0.5,0.17
19601230,0,-0.15,0.01,0.56,-0.61,0.16,0.24,-0.91,0.51,0.06
19610103,-0.8,1.63,-0.52,-0.65,-2.04,-3.19,-0.58,-0.81,-0.27,-0.28
19610104,0.46,3.22,1.99,1.03,1.85,0.93,-0.18,-0.14,0.4,1.3
19610105,0.24,0.01,0.63,0.33,-0.02,0.61,0.59,0.65,0.05,0.97
19610106,-0.41,-1.51,-0.06,0.2,0.17,-0.34,-0.07,-0.19,0.16,0.24
19610109,0.31,1.07,0.7,0.88,0.24,0.39,0.05,0.38,0.53,1.15
19610110,0.36,0.2,0.68,0.33,-0.85,0.19,0.39,0.46,0.13,0.53
19610111,0.1,-0.06,0.27,0.67,-0.37,0.99,0.5,0.78,0.12,0.26
19610112,0.69,0.32,0.38,0.17,-0.2,0.49,-0.03,0.72,0.39,0.25
19610113,0.07,0.78,0.46,0.32,1.61,-0.61,0.89,0,0.4,-0.07
19610116,0.09,-0.63,-0.24,0.48,-0.24,0.42,-0.01,0.22,-0.17,-0.02
19610117,0.22,-0.14,-0.69,-0.97,-0.28,0.12,-0.17,-0.43,-0.01,0.08
19610118,0.79,0.56,0.86,0.67,0.64,0.22,0.58,0.67,0.26,1.19
19610119,-0.02,0.6,-0.07,0.56,-0.31,0.58,0.05,0.91,0.1,0.27
19610120,0.68,0.01,0.58,0.1,0.17,0.28,0.12,0.87,0.39,0.34
19610123,0.67,0.35,0.46,0.91,0.72,0.6,0.39,0.25,0.24,0.1
19610124,0.2,-0.75,-0.19,0.8,0.99,0.88,0.16,0.1,0.18,-0.18
19610125,0.37,-0.49,-0.24,0.62,-0.86,1.84,-0.63,0,0.14,0
19610126,-0.04,0.94,0.01,0.6,-0.96,0.53,0.06,0.42,0.35,-0.26
19610127,0.81,1.84,0.8,0.8,1.19,1.77,0.63,0.2,0.45,0.91
19610130,0.47,1.43,0.82,1.33,2.02,2.31,0.55,0.98,0.76,1.04
19610131,0.03,-1.21,-0.17,0.17,-0.53,-1.28,-0.37,-0.13,0.24,-0.31
19610201,0.49,-0.81,0.68,0.37,0.26,-0.39,-0.51,0.8,0.57,0.62
19610202,0.63,0.6,0.95,0.62,0.39,0.11,1.07,1.22,0.75,0.48
19610203,-0.25,0.22,-0.3,0.19,-0.37,-0.06,-0.36,0.31,-0.05,-0.44
19610206,-0.41,-1.23,-0.63,-0.45,-0.52,-1.41,-0.03,-0.86,-0.02,-0.59
19610207,0.08,-1.1,-0.05,-0.12,0.14,-0.35,0.62,0.36,0.22,0.23
19610208,1.31,1.47,1.15,0.84,0.47,0.82,0.6,1.51,0.46,1.29
19610209,0.42,-0.34,-0.57,0.28,-1.89,0.53,0.51,-0.08,0.38,0.04
19610210,-0.43,-0.02,-0.69,-1.45,-1.31,-1.01,-0.62,-1.27,0.03,-0.69
19610213,-0.39,-1.18,-0.46,-0.87,0.02,-0.82,-0.51,-1.02,-0.36,-0.32
19610214,0.86,0.55,0.76,-0.1,1.55,-0.05,0.69,0.8,0.16,0.7
19610215,0.68,1.19,1.08,0.5,0.48,0.8,1.09,0.46,0.04,1.21
19610216,0.39,0.95,0.64,0.07,-0.11,2.47,0.6,0.36,0.23,0.7
19610217,-0.12,-0.31,-0.18,0.01,-0.07,-1.95,0.09,0.8,0.06,0.1
19610220,0.61,0.94,0.48,0.38,-0.07,0.76,0.48,0.91,0.15,0.29
19610221,0.2,0.64,0.27,-0.22,-0.22,-0.02,0.38,0.04,0.06,0.17
19610223,0.67,0.52,0.27,0.47,0.26,0.67,0.36,-0.03,0.32,1.06
19610224,0.86,1.09,0.21,-0.01,0.89,0.43,0.24,-0.24,0.2,0.33
19610227,0.8,0.47,0.99,0.31,2.01,0.59,0.34,0.98,0.16,0.5
19610228,0.04,0.37,0.38,-0.03,0.84,-0.29,-0.18,0.08,0.22,-0.11
19610301,0.01,0.27,0.02,0.24,-0.32,-0.05,0.39,0,-0.08,-0.44
19610302,0.78,1.26,0.69,0.81,1.17,0.4,0.22,0.26,0.17,0.28
19610303,0.03,0.5,-0.05,0.22,0.5,-0.24,0.92,0.48,0.06,0.03
19610306,0.8,0.19,-0.12,0.49,0.6,0.05,0.41,0.15,-0.28,0.07
19610307,-0.3,-1.55,-0.8,-1.03,-0.5,-0.58,-0.51,-0.45,-0.39,-0.79
19610308,0.15,-0.62,-0.03,-0.02,0.61,0.27,0.47,-0.15,-0.24,-0.02
19610309,0,-0.58,-0.17,-0.13,0.35,0.5,0.42,0.67,0.08,0.42
19610310,-0.43,0.33,-0.1,-0.5,0.27,0.93,0.22,0.37,0.1,0.5
19610313,0.7,-0.33,-0.01,0.55,0.69,0.52,-0.38,0.69,0.16,0.07
19610314,0.05,-0.42,-0.2,-0.35,-0.68,-1.58,-0.5,0.23,0.11,-0.18
19610315,0.74,-0.28,0.56,0.41,0.62,-0.17,0.45,0.67,0.17,0.2
19610316,0.85,1.82,1.35,0.67,1.04,0.91,0.58,0.52,0.54,0.95
19610317,0.59,1.92,0.75,0.38,0.36,-0.3,1.49,0.46,0.49,0.52
19610320,0.21,0.95,0.4,0.74,-0.09,0.4,0.55,-0.59,0.55,0.9
19610321,-0.09,0.91,-0.21,-0.18,-0.73,-0.93,0.05,-0.63,0.38,0.85
19610322,0.1,0.41,-0.48,0.15,-0.69,0.08,0.62,-0.39,0.21,0.45
19610323,-0.78,-0.29,-0.61,-0.51,-0.81,2.14,-0.84,-0.29,-0.16,-0.95
19610324,0.27,-0.37,-0.33,-0.1,0.06,-0.56,-0.12,0.69,0.15,0.07
19610327,0.18,-1.79,-0.06,-0.32,-0.07,0.7,-0.11,0.25,0.15,0
19610328,0.32,-0.36,-0.16,-0.15,-0.49,1.46,0.17,0.2,-0.03,0.17
19610329,0.29,0.94,0.95,0.12,0.8,2.38,1.1,0.13,-0.04,0.54
19610330,0.29,0.57,0.23,-0.08,0.08,0.98,0.14,0.49,-0.1,-0.11
19610403,0.24,-0.73,-0.01,0.23,0.1,6.1,0.83,0.63,0.19,0.27
19610404,-0.21,0.97,-0.1,0.49,-0.11,-0.23,-0.47,0.06,0.14,0.04
19610405,-0.21,-0.54,-0.65,0.81,-0.54,-0.75,-0.4,-0.49,0.19,-0.45
19610406,-0.16,1.26,-0.01,1.97,0.04,-0.87,0.34,0.38,0.2,0.24
19610407,0.4,0.27,0.27,0.8,0.77,0.86,0.41,0.65,0.47,0.38
19610410,0.49,0.59,0.78,1.1,0.59,2.25,0.43,0.49,0.33,0.38
19610411,0.09,0.4,0.36,-0.21,0.9,-1.12,-0.33,1.31,-0.21,-0.37
19610412,-0.47,-2.29,-0.16,-0.6,-0.49,-0.77,-0.06,-0.71,0.04,-0.27
19610413,0.36,-0.88,0.25,-0.8,0.35,0.04,0.06,-0.2,0.04,0.56
19610414,0.46,0.72,0.11,-0.01,0.19,0.69,0.48,-0.09,-0.09,0.15
19610417,0.18,0.75,0.43,1.88,0.76,-0.41,-0.24,-0.92,0.25,0.78
19610418,-0.71,-0.45,-0.82,-0.45,-1.09,-1.49,-0.52,-0.65,-0.16,-0.33
19610419,-0.51,-0.99,-0.74,-0.77,0.05,-0.55,-0.79,0.09,-0.04,-0.41
19610420,-0.13,0.76,0,-0.4,-0.35,0.01,0.15,1.16,0.19,-0.29
19610421,-0.13,-0.04,0.08,0.24,-0.08,-0.9,0.65,-0.01,0.18,0.14
19610424,-2.63,-1.89,-2.12,-1.93,-2.1,-3.95,-1.67,-2.88,-1.06,-1.61
19610425,1.36,1.17,1.48,1.47,1.15,3.36,0.87,1.47,0.46,1.13
19610426,0.91,0.79,-0.09,0.59,0.83,0.19,0.63,0.48,0.64,0.44
19610427,-0.02,-1.38,-0.04,0.17,-0.08,-0.68,0.16,0.27,0.17,0.08
19610428,-0.62,-0.12,-0.33,0.16,-0.37,-0.62,0.1,-1.23,-0.08,-0.26
