Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
19270610,-0.05,-0.01,-0.42,-0.7,-0.49,-0.35,0,-0.59,-0.79,-0.32
19270611,-0.14,0.07,-0.08,-0.08,0.04,0.19,-0.24,-0.21,-0.33,-0.06
19270614,-1.02,-2.81,-1.75,-1.17,-1.16,-0.63,-1.72,-1.33,-1.82,-1.53
19270615,0.41,1.64,0.95,0.78,1.28,0.21,0.75,1.47,0.82,1.23
19270616,0.6,1.64,0.62,-0.28,1.49,0.01,0.81,0.66,0.57,0.57
19270617,-0.06,-0.2,-0.04,0.63,-0.56,0.14,1.2,-0.87,0.22,0.28
19270618,0.13,-0.17,-0.01,-0.13,0.03,-0.14,-0.23,0.28,-0.39,-0.15
19270620,0.12,-0.61,-0.08,-0.21,-0.42,-0.24,0,0.33,-0.15,-0.26
19270621,-0.11,-0.94,0.01,-0.83,0.06,-0.12,-0.03,-0.55,-0.54,-0.3
19270622,-0.06,0.12,0.04,-0.23,1.07,-0.35,0.12,-0.21,0.16,-0.11
19270623,-0.9,-1.33,-1.03,-1.07,0.13,-0.09,-0.99,-0.54,-1.11,-0.83
19270624,0.24,0.25,0.08,-0.21,0.65,-0.05,0.41,-0.07,0.18,0.2
19270625,0.1,0.21,0,-0.97,0.02,-0.04,0.13,-0.19,-0.19,0.06
19270627,-1.23,-2.22,-1.24,-0.96,-1.04,-0.74,-1.15,-0.28,-0.89,-1.33
19270628,-0.16,0.9,0.31,0.88,0.44,0.08,0.35,-0.28,0.06,0.06
19270629,0.36,-0.28,-0.02,-0.42,1.19,-0.26,-0.17,-0.13,-0.1,0.19
19270630,-0.03,-0.62,-0.36,0.06,0.36,-0.11,0,0.16,0,0.18
19270701,0.35,0.8,1.08,0.45,1.56,0.66,0.4,-0.1,0.6,0.48
19270702,0.7,1.06,0.42,0.47,1.07,0.83,0.23,0.22,0.44,0.42
19270705,1.07,1.5,1,0.24,2.51,0.1,0.27,1.26,0.88,0.7
19270706,0.86,0.13,0.55,0.84,0.24,0.05,0.95,3,1.07,0.55
19270707,0.5,-0.82,-0.25,-0.29,-0.64,-0.44,-0.12,-0.25,-0.46,-0.14
19270708,0.05,-0.6,-0.13,-0.43,0.27,-0.12,-0.18,-0.04,0.3,-0.26
19270709,0.24,0.66,0.15,0.18,0.21,-0.08,0.49,1.15,-0.1,0.03
19270711,0.26,0.5,0.73,0.19,1.02,0.26,0.26,1.08,-0.08,0.37
19270712,-0.03,-0.48,0.64,0.25,0.64,0.57,0.84,0.16,-0.12,0.57
19270713,0.26,0.21,0.49,-0.21,-0.17,0.15,-0.03,0.95,-0.29,0.87
19270714,0,1.55,0.66,-0.18,-0.13,0.73,1.58,1.28,0.3,0.18
19270715,0.16,0.32,0.19,0.15,0.46,0.57,0.58,-0.24,0.21,0.27
19270716,0.22,-0.05,-0.23,0.8,0.52,-0.07,0.22,-0.04,0.26,0.12
19270718,0.38,0.23,-0.05,0.12,1.26,-0.14,0.53,0.17,0.23,0.05
19270719,-0.16,0.64,0.24,0.62,1.52,-0.56,0.22,0.38,0.78,-0.08
19270720,0.33,1.45,1.02,-0.38,0.31,0.54,0.63,0.03,0.47,0.16
19270721,0.01,0.56,0.31,-0.26,-0.02,-0.26,-0.48,-0.18,-0.08,-0.23
19270722,0.12,0.3,-0.01,0.36,-0.73,-0.12,0.93,-0.4,-0.76,-0.29
19270723,0.11,0.92,0.3,-0.07,0.28,-0.13,-0.1,0.37,0.11,0.11
19270725,0.2,0.44,1.05,-0.02,0.39,0.08,1.75,0.91,-0.36,0.28
19270726,-0.21,2.16,0.14,-0.13,-0.18,0.25,-0.16,-0.56,0.4,0.31
19270727,-0.24,0.21,0.2,-0.05,1.52,-0.15,-0.37,-0.33,0.02,0.03
19270728,-0.2,0.23,1.03,-0.24,-0.36,-0.09,0.31,0.11,0.24,-0.06
19270729,-0.31,0.13,1.83,-0.25,-0.06,0.77,-0.2,0.03,1,0.59
19270730,0.11,0.34,0.1,0.67,0.27,0.34,0.89,0.51,0.35,0.98
19270801,0.29,0.55,0.63,0.16,1.36,-0.22,1.66,0.39,0.43,0.66
19270802,0.77,0.56,1.14,0.33,0.91,0.24,1.03,1.31,0.77,0.19
19270803,0.12,-0.99,-1.02,0.07,-1.39,-0.3,-0.57,-0.93,-0.6,-0.93
19270804,0.25,0.9,0.94,2.78,0.6,0.22,2.06,0.85,0.43,0.33
19270805,-0.67,-0.8,-0.9,-0.16,-1.4,0.4,-0.22,0.46,-0.09,-0.78
19270806,0.08,-0.28,-0.03,-0.49,-0.27,0.02,0.02,1.48,0.49,-0.19
19270808,-0.54,-1.24,-1.45,-0.55,-1.75,-0.18,-1.4,-0.84,-1.3,-1.17
19270809,0.85,1.06,1.1,0.84,1.36,1.06,1.13,1.42,0.88,0.69
19270810,0,0.44,0.23,-0.44,-0.24,-0.01,0.33,-0.28,2.17,0.34
19270811,-0.62,-1.68,-1.46,-0.6,-1.6,-0.9,-0.54,-1.84,-1.07,-0.74
19270812,-1.04,-1.48,-1.95,-1.18,-1.53,-0.62,-2.32,-2.51,-1.35,-1.84
19270813,0.26,1.43,1.32,0.52,2.1,0.56,1.09,1.35,0.65,0.72
19270815,1.03,1.84,1.26,0.9,1.05,0.38,2.17,1.32,0.85,1.54
19270816,0.6,0.73,0.43,0.37,0.79,0.17,1.1,1.25,0.42,0.86
19270817,0.31,-0.05,0.77,0.63,-0.33,0.22,1.72,-0.44,0.17,-0.2
19270818,-0.24,-0.08,-0.13,0.64,-0.36,-0.25,-0.33,1.22,0.09,0.25
19270819,0.3,0.68,0.38,-0.54,1.68,-0.27,0.3,-0.52,-0.01,-0.11
19270820,0.17,1.34,0.48,0.16,0.68,0.16,0.18,-0.29,0.56,0.06
19270822,0.19,1.07,0.85,-0.67,-0.15,0.45,0.83,1.14,0.36,0.31
19270823,0.26,0.03,0.56,-0.42,-0.1,-0.08,-0.53,-0.18,-0.11,0.15
19270824,0.27,1.45,0.04,-0.72,0.3,-0.24,0.29,-0.94,1.03,0.23
19270825,0,1.61,-0.3,-0.16,0.12,-0.06,-0.27,-0.05,-0.19,-0.02
19270826,0.02,1.16,0.27,-0.49,1.52,-0.15,0.82,-0.45,0.04,0.03
19270827,-0.27,0.06,0.09,-0.25,1.26,-0.09,-0.46,0.21,-0.3,-0.36
19270829,0.28,-0.14,0.51,-0.48,-0.19,-0.11,-0.1,0.15,-0.29,-0.14
19270830,0.4,-0.6,0.44,-0.02,1,-0.21,-0.14,-1.53,-0.25,-0.4
19270831,-0.34,-0.63,-1.08,-0.18,0.11,0.26,-0.61,-1.3,-0.53,-0.43
19270901,0.22,1.26,0.93,0.91,0.97,0.11,1.22,0.63,0.98,0.62
19270902,0.79,0.23,0.49,-0.34,0.36,0.18,1.21,0.43,1.64,0.92
19270903,0.57,0.54,0.46,0.21,0.49,0.12,1.91,1.02,1.01,0.24
19270906,0.92,0.94,1.16,0.04,1.02,0.61,2.66,0.01,0.17,1.04
19270907,0.44,0.16,0.37,0.49,0.04,0.31,1.18,-0.04,2.14,0.04
19270908,-0.06,-0.53,0.2,1.07,-0.74,0.25,-0.59,-0.33,-0.6,0.03
19270909,-0.65,-0.49,-0.39,0.11,-1.28,-0.05,-1.39,-1.16,-1.38,-0.67
19270910,0.56,0.58,0.53,0.31,0.56,0.17,0.91,0.32,0.65,0.17
19270912,0.14,-0.58,-0.74,0.56,-0.74,0.36,-0.95,-0.28,-0.71,-0.55
19270913,0.47,1.79,1.56,0.51,1.19,3.33,0.88,-0.7,0.98,1.48
19270914,0.78,2.07,0.47,-0.8,-0.12,-0.14,0.05,0.52,0.12,0.17
19270915,0.01,0.97,1.07,-0.29,1.03,-0.73,0.42,0.26,-0.52,-0.07
19270916,-0.24,1.04,0.45,-0.62,-0.73,-0.19,0.19,0.14,0.51,0
19270917,0.08,-0.82,-0.52,-0.22,-0.34,-0.33,-0.37,-0.01,0.66,-0.27
19270919,-0.08,0.04,-0.82,-0.01,-1.12,0.44,-0.45,-0.25,-0.25,-0.3
19270920,0.47,-0.03,0.22,0.62,0.09,0.52,-0.2,1.13,0.55,1.31
19270921,-0.05,-0.94,-0.54,0.92,0.04,0.3,0.07,0.94,0.38,-0.48
19270922,-0.91,-1.21,-1.44,-0.83,-1.28,-1.11,-1.21,-0.66,-1.15,-0.98
19270923,0.36,0.48,0.66,0.15,0.93,0.15,0.64,1.27,1.49,0.22
19270924,0.25,1.54,0.86,0.68,0.47,0.53,0.68,0.42,0.37,0.46
19270926,-0.48,-2.31,-1.37,-0.64,-1.41,-0.16,-0.98,-0.53,-0.15,-0.63
19270927,0.3,0.87,0,0.22,-0.02,0.24,0.18,0.12,0.79,0
19270928,-0.09,-1.83,-0.79,-0.28,-0.39,0.04,-0.3,1.1,-0.39,0.32
19270929,0.2,-0.01,0.16,-0.02,0.91,0.02,0.53,0.06,-0.14,0.25
19270930,1.24,1.91,1.48,0.54,1.37,1.42,1.09,1.14,0.93,1.21
19271001,0.07,0.78,0.65,0.92,0.01,0.16,0.82,1.3,0.46,0.44
19271003,0.35,-0.17,0.22,-0.95,0.01,0.25,0.58,0.23,0.42,1.13
19271004,-0.16,1.19,-0.87,-0.66,0.42,0.28,-1.23,-1.07,-0.59,-0.86
19271005,-0.64,-0.02,-0.27,-0.25,0.99,0,-0.44,-0.18,-0.41,-0.52
19271006,0.1,0.37,0.34,-0.52,-0.28,0.53,0.38,0.34,0.35,0.78
19271007,-0.54,-0.79,-0.97,-0.98,-1.08,0.44,-0.85,-0.43,0,-0.95
19271008,-0.37,-0.22,-0.42,-0.51,-0.4,0.07,0.06,1.12,-0.7,-0.23
19271010,-0.35,-0.51,-0.86,-0.12,-0.96,0.97,-0.65,1.16,-0.73,-0.78
19271011,0.09,0.13,0.09,0.12,0.46,0.36,-0.07,0.48,-0.81,0.14
19271013,0.25,1.16,1.02,0.58,0.85,-0.16,1.2,0.66,1.04,0.59
19271014,0.39,0.1,0.09,0.08,-0.84,-0.58,-0.01,0.84,-0.52,0.17
19271015,0.13,-0.22,0.19,0,0.22,0,0.19,-0.02,0.02,-0.04
19271017,-0.33,-2.22,-1.53,-0.85,-2.04,-1.28,-1.47,-1.34,-1.13,-1.06
19271018,-0.13,0.92,0.4,0.38,0.89,-0.11,-0.03,0.05,0.87,0.39
19271019,-0.53,-2.15,-1.07,0,-1.39,-0.74,-1.27,-0.39,-0.44,-0.51
19271020,-0.28,-1.46,-1.26,-0.07,-2.02,-1.19,-2.05,-0.69,-1.05,-0.85
19271021,-0.45,-1.66,-0.82,1.12,-0.95,-1.73,-0.95,-0.46,-0.84,-1.24
19271022,-0.63,-1.46,-0.98,-0.12,-0.9,-0.3,-0.71,-0.57,-0.81,-0.52
19271024,0.5,0.19,0.01,0.93,0.13,0.41,1.03,3.72,0.29,0.35
19271025,1.09,3.53,2.07,0.36,1.95,1.83,2.31,1.24,1.82,1.23
19271026,0.81,0.1,-0.45,-0.02,0.16,-0.05,-0.49,-0.42,0.18,0.33
19271027,0.72,-0.86,-0.59,-0.61,-1.33,-0.21,-0.46,-0.21,-0.41,-0.25
19271028,-0.97,-2.64,-1.99,-1.04,-1.5,-0.68,-1.23,-0.14,-1.19,-1.61
19271029,-0.62,0.51,-0.93,-0.2,-0.63,-0.33,-0.78,-0.8,-0.71,-0.6
19271031,0.88,1.12,1.1,0.5,0.85,0.01,1.18,0.73,0.52,0.63
19271101,-0.54,-0.63,0.01,0.31,0.39,-0.16,0,-0.2,0.46,0
19271102,1.05,1.6,1,1.67,1.05,0.45,1.11,0.17,0.78,0.62
19271103,0.36,1.03,0.98,2.64,2.18,0.95,0.51,1.63,0.87,0.84
19271104,0.49,-1.06,0.3,-0.7,-0.22,0.03,0.91,0.22,-0.43,0.01
19271105,0.24,0.95,0.87,-0.3,0.44,0.15,1.01,3.14,0.34,1.05
19271107,0.29,1.33,0.97,0.11,1.71,0.01,1.1,-1.68,0.24,0.6
19271109,0.01,-1.88,-1.43,-0.09,-1.52,0.02,-0.08,-2.09,-0.21,-0.77
19271110,0.94,-0.24,0.35,0.07,0.87,0.06,1.23,0.35,0.02,-0.2
19271111,0.38,1.71,1.19,0.46,1.38,-0.01,2.07,-0.16,1.52,0.47
19271112,0.12,0.47,0.81,-0.01,0.25,0.35,0.65,0.54,-0.2,0.46
19271114,0.48,0.45,1.35,0.11,1.05,0.04,-0.05,1.84,-0.17,0.52
19271115,-0.16,0.62,0.08,1.42,-0.12,-0.03,-0.89,-0.38,0.02,-0.2
19271116,0.11,-0.06,0.11,-0.25,-0.78,-0.02,-0.13,-0.12,-0.19,0.22
19271117,0.37,0.62,0.18,-0.15,-0.21,0.75,0.11,-0.62,0.05,0.11
19271118,0.34,1.84,0.84,0.25,0.66,0.35,0.9,0.03,0.88,0.17
19271119,0.47,0.5,0.6,-0.08,0.53,0.05,0.04,0.19,0.35,0.06
19271121,0.12,-1.79,-0.88,-0.35,-0.86,-0.14,-0.45,-0.37,-0.2,-0.42
19271122,0.09,0.52,0.44,0.02,0.55,-0.07,1.78,0.65,0.54,0.36
19271123,0.18,-0.22,0.68,-0.34,0.54,0.49,-0.04,0.32,1.18,0.23
19271125,0.23,-0.54,0.6,0.13,0.31,-0.26,-0.17,0.57,1.33,0.33
19271126,-0.06,0.08,0.14,-0.21,0.46,0.19,-0.11,0.37,-0.18,-0.07
19271128,-0.86,-1.41,-0.94,-0.31,-0.28,-0.33,-0.89,-1.15,-0.93,-0.66
19271129,0.85,0.75,0.83,0.84,1.69,0.14,1.74,0.68,0.12,0.19
19271130,0.65,1.71,1.28,-1.05,0.26,-0.22,0.81,-0.16,0.03,0.53
19271201,-0.53,-0.98,-0.76,-0.28,-0.83,-0.34,-0.79,-0.64,-0.5,-0.03
19271202,0.26,-0.31,0.23,-0.32,0.18,-0.14,0.48,-0.49,-0.05,1.21
19271203,0.22,1.46,0.37,-0.29,0.16,0.53,0.82,0.05,0.18,0.42
19271205,0.14,-1.21,-0.17,-0.8,-0.76,0.05,0.1,-0.03,-0.62,-0.46
19271206,-0.26,0.68,-0.03,0.06,-0.16,0.05,-0.36,0.27,-0.14,-0.07
19271207,0.04,-0.23,-1.14,-0.15,-0.39,-0.6,-0.62,-0.5,-0.64,-0.35
19271208,-0.9,-1.14,-1.46,-0.54,-0.54,-0.18,-1.08,-0.68,-0.9,-0.76
19271209,1.07,1.51,1.79,0.16,1.44,1.82,0.67,0.45,0.6,1.08
19271210,0.15,0.1,0.09,0.09,0.31,0.14,-0.12,0.33,0.47,-0.38
19271212,0.35,1.37,0.99,0.61,0.36,0.07,0.86,0.53,0.58,0.18
19271213,0.3,0.61,0.5,-0.19,-0.21,1.39,0.4,-0.39,0.72,0.39
19271214,-0.3,-1.08,-0.29,0.02,-0.68,-0.4,-1.09,-0.04,0.21,-0.45
19271215,0.6,0.87,0.77,0.62,0.25,-0.22,0.15,-0.2,0.8,0.44
19271216,0.3,1.99,1.04,0.15,1.03,0.1,0.34,0.23,0.33,0.58
19271217,-0.3,-0.41,-0.17,0.83,-0.04,0.15,1.2,-0.48,-0.1,-0.16
19271219,0.56,1,0.5,0.74,0.02,0.38,-0.26,0.12,0.03,-0.13
19271220,-0.47,0.99,0.24,-0.34,-0.05,-1.37,-0.7,-0.06,0.06,0.55
19271221,-0.01,-0.82,0.3,-0.07,-0.31,-0.22,-0.31,-0.2,-0.43,0.22
19271222,-0.17,-0.09,0.43,-0.07,-0.38,-0.06,0.11,-0.38,-0.41,-0.27
19271223,0.35,0.33,0.52,0.03,0.35,-0.06,0.18,0.36,0.12,-0.04
19271224,0.11,0.87,-0.13,0.03,0,0.17,-0.12,0.57,0.57,0.15
19271227,0.13,1.05,-0.15,-0.37,0,-0.05,-0.38,0.02,0.77,-0.23
19271228,-0.13,-1.28,-1.41,0.35,-0.14,-0.23,-0.83,-0.58,0.19,-0.73
19271229,0.04,1.25,0.24,-0.49,0.57,-0.04,-0.05,-0.55,0.58,-0.02
19271230,0.71,0.17,0.62,0.7,0.21,0.25,0.27,1.03,-0.19,0.56
19271231,0.26,0.94,0.2,0.01,0.88,0.16,0.48,0.81,0.04,0.28
19280103,0.55,0.29,0.44,0.51,0.9,0.39,0.23,0.58,-0.11,0.54
19280104,-0.1,0.45,-0.26,0.02,-0.54,-0.01,-0.54,-0.22,-0.3,-0.29
19280105,-0.59,-2.25,-1.09,0.14,-1.21,-0.15,-0.69,-1.15,-0.54,-0.54
19280106,0.5,0.28,1.05,0.08,1.28,0.54,0.5,0.56,0.37,0.72
19280107,0.13,0.16,-0.07,0.13,0.85,0.1,0.42,-0.2,0.39,-0.18
19280109,-0.27,-2.45,-1.15,-0.34,-0.72,-0.42,-1.23,0.82,-0.81,-0.83
19280110,-0.71,-1.37,-0.96,-0.52,-1.04,-0.21,-1.66,-0.77,-0.36,-0.73
19280111,0.28,-0.42,0,0.72,-0.22,-0.06,0.17,0.46,-0.13,0.29
19280112,0.08,1.6,0.76,0.26,0.17,-0.21,0.62,1.11,1.11,0.23
19280113,0.53,0.37,0.69,0.8,0.83,0.1,0.29,0.42,1.08,0.76
19280114,-0.15,-1.37,-1.03,-0.6,-0.87,-0.18,-0.65,0.08,-0.6,-0.43
19280116,-1.02,-1.17,-1.1,-0.4,-1.19,-0.16,-1.04,-1.11,-1.04,-0.86
19280117,0.11,0.66,0.19,-0.22,0.26,-0.05,-0.45,-0.41,0.38,0.41
19280118,-0.4,0.19,-0.42,-0.71,-0.08,-0.01,0.04,0.42,0.32,-0.57
19280119,0.3,0.97,0.84,-0.07,1.01,0.24,0.99,0.34,1.24,0.29
19280120,0.68,0.46,0.77,-0.06,1.29,0.4,1.24,0.08,0.68,0.5
19280121,0.34,0.69,0.1,0.03,-0.08,0.07,1.36,0.45,0.07,-0.02
19280123,0.64,0.53,1,-0.01,0.93,0.05,1.36,0.45,0.42,0.69
19280124,0.36,0.21,0.91,-0.14,-0.28,0.09,-0.13,0.85,0.61,0.11
19280125,-0.77,-1.72,-1.39,-1.12,-1.29,-0.39,-1.32,0.02,0.19,-0.92
19280126,0.39,0.46,0.57,0.12,0.38,0.4,0.6,0.98,1.31,0.59
19280127,0.42,0.62,0.44,0.13,0.51,-0.08,-0.1,-0.3,1.11,-0.08
19280128,-0.85,-1.02,-0.58,-0.11,-0.81,-0.08,-0.31,-0.3,-0.37,-0.37
19280130,-0.34,-0.3,-0.76,-0.09,-0.67,-0.11,-0.83,-0.4,-0.16,-0.39
19280131,0.45,0.87,0.56,-0.44,0.27,0.05,0.36,-0.04,0.88,0.16
19280201,0,-0.41,-0.18,-0.42,0.34,-0.2,-0.17,-0.69,-0.08,-0.53
19280202,-0.08,1.34,0.65,-0.47,1.45,0.26,0.17,0.22,0.87,0.38
19280203,-1.21,-1.68,-1.4,-0.65,-1.57,-0.15,-0.75,-0.82,-1.43,-1.01
19280204,-0.07,0.65,0.2,-0.16,0.37,-0.17,-0.16,-0.28,0.33,-0.12
19280206,-0.04,0.74,0.59,0.09,0.22,-0.17,0.43,0.48,0.16,-0.24
19280207,-0.43,0.29,-0.01,-0.24,-0.58,-0.3,0,-0.31,0.22,-0.81
19280208,-0.07,0.29,0.16,-0.5,-0.38,-0.13,1.73,0.18,0.58,-0.02
19280209,0.28,0.81,1.03,-0.13,0.96,-0.14,0.03,0.34,0.45,0.46
19280210,-0.16,-0.37,-0.37,0.04,0.48,0.11,0.14,0.64,-0.36,0.12
19280211,0.17,-0.09,-0.15,-0.35,-0.3,0.12,-0.31,-0.03,0.01,0.44
19280214,-0.01,-0.64,-0.42,-0.32,-0.85,0.2,-0.33,0.03,-0.62,-0.36
19280215,-0.29,0.09,-0.58,-0.43,-0.05,-0.2,-0.02,-0.76,0.14,-0.29
19280216,-0.88,-0.6,-0.37,-0.26,-0.23,0.05,-0.95,-0.38,-0.09,0.16
19280217,-2.12,-1.85,-2.15,-0.85,-1.78,-0.32,-2.11,-1.46,-2.04,-1.42
19280218,-0.62,-0.09,-0.69,-0.05,-0.51,-0.06,-0.95,-0.9,-0.71,-0.33
19280220,-0.67,-0.02,-0.07,-0.18,-0.36,-0.43,-0.36,-0.43,0.2,0.22
19280221,1.22,1.15,1.27,1.39,0.93,0.13,1.53,0.81,0.9,0.75
19280223,-0.1,0.64,-0.06,1.19,0.79,-0.13,0.12,0.55,0.12,-0.04
19280224,0.38,0.18,0.22,0.5,0.19,0.15,0.31,-0.07,0.05,0.75
19280225,0.25,-0.09,0.07,-0.06,-0.62,-0.05,0.09,0.29,0.18,0.61
19280227,-0.59,-0.02,-0.53,-0.26,-0.47,0.07,-0.85,-1.24,-0.4,-0.77
19280228,0.54,0.17,0.3,0.87,0.58,0.92,0.64,0.12,-0.12,0.08
19280229,0.42,0.84,0.66,1.13,1.01,-0.01,0.71,0.25,0.91,0.01
19280301,0.29,0.41,0.29,0.57,-0.19,-0.47,0.98,0.1,-0.07,0.19
19280302,-0.23,0.82,-0.28,-0.37,0.04,0.29,0.09,1.2,0.61,0.17
19280303,0.34,2.69,0.43,-0.12,0.58,0.28,0.39,0.76,0.59,0.04
19280305,0.99,1.32,1.24,-0.13,1.34,0.1,0.91,0.8,0,0.41
19280306,1.13,1.91,0.4,-0.26,0.54,0.06,-0.13,0.03,0.01,0.18
19280307,-0.47,-0.42,-0.91,-0.27,-0.68,-0.12,-0.59,0.17,0.29,-0.31
19280308,0.16,0.35,0.45,1.65,0.21,0.03,-0.36,1.12,0.58,0.13
19280309,0.53,4.47,1.55,0.77,1.5,0.17,0.94,0.34,1.07,0.58
19280310,-0.46,-1.11,-0.32,-0.61,1.87,0.36,-0.18,-0.7,-0.5,-0.21
19280312,0.31,0.05,0.93,-0.68,2.95,0.38,1.26,-0.8,-0.51,0.46
19280313,-0.32,-0.69,-0.73,0.08,0.4,-0.35,-0.55,0.43,-0.9,0.07
19280314,-0.43,0.77,-0.07,-0.34,-0.77,0.23,0.07,-0.5,0.23,0.73
19280315,0.43,3.02,0.8,-0.02,-0.17,0.26,0.29,2.39,0.25,0.72
19280316,0.63,2.57,0.49,0.9,0.85,-0.01,0.65,1.27,0.24,1.42
19280317,0.32,-0.27,0.17,0.06,-0.35,0.04,-0.41,0.37,1.28,0.46
19280319,0.07,-0.34,-0.01,0.82,-0.01,0.39,0.33,0.35,2,-0.61
19280320,0.29,2.31,0.44,-0.46,2.14,-0.16,0.33,-0.86,0.17,-0.11
19280321,0.43,2.15,1.22,1.39,1.09,0.28,0.54,0.06,-0.22,0.35
19280322,-0.61,0.09,-0.66,-0.43,-0.38,-0.05,-0.23,-0.11,-0.21,-0.29
19280323,0.41,3.11,0.7,0.84,1.21,0.45,0.65,-0.15,-0.31,0.08
19280324,0.03,1.4,0.21,-0.67,-0.08,0.14,-0.03,0.08,-0.56,-0.04
19280326,-0.21,4.41,0.79,-0.38,0.25,-0.52,2.97,0.94,0.22,0.8
19280327,-0.25,-2.89,-0.59,0.47,1.2,-0.17,-0.25,0.66,0.3,0.23
19280328,0.3,-1.7,0.08,1.05,-0.64,0.21,-0.25,0.59,0.31,0.24
19280329,0.07,-0.64,-0.12,0.56,1.37,0.04,0.5,-0.31,1.24,0.07
19280330,0.87,3.16,1.96,1.05,4.53,0.12,0.87,1.91,1.17,0.58
19280331,-0.2,-2.05,-0.42,0.05,-0.78,-0.02,-0.58,0.53,-0.92,-0.46
19280402,-0.75,-1.68,-1.35,0.03,-1.69,-0.18,-1.24,-0.32,-0.72,-0.52
19280403,0.5,1.02,0.65,-0.08,1.52,-0.09,-0.33,0.4,0.05,1.2
19280404,0.04,0.25,-0.26,-0.33,-1.01,-0.09,-0.33,1.29,0.55,0.01
19280405,0.59,3.43,1.04,0.91,0.77,0.15,1.58,0.39,0.25,0.86
19280409,0.39,-0.26,0.75,1.03,-0.1,0.51,-0.26,-0.26,0.49,-0.05
19280410,-0.35,-1.01,-0.9,-0.41,-1.73,-0.27,-1.02,-0.3,-0.22,-0.76
19280411,1.14,2.69,1.55,0.58,1.08,0.02,1.9,2.08,2.35,1.17
19280412,0.14,-0.48,-0.3,-0.27,0.29,-0.01,-0.44,-1.3,0.66,-0.74
19280413,2.32,1.32,1.23,0.81,4.25,-0.02,0.81,2.31,2.64,0.77
19280414,-0.23,-1.08,-0.76,0.21,-0.93,0.18,-0.46,0.46,-0.31,-0.46
19280416,-0.36,-1.13,-0.57,5.39,1.65,0.06,-0.58,-0.28,1.27,-0.02
19280417,-0.61,-0.67,-0.75,-0.8,-1.89,0.16,-0.57,-1.2,-0.15,-0.57
19280418,-0.19,0.05,0.26,-0.61,-0.53,1.87,0.28,-0.48,-0.18,0.18
19280419,0.63,0.13,0.81,-0.16,0.96,0.55,0.94,0.68,0.77,0.72
19280420,-1.56,-1.88,-1.67,-0.5,-1.61,-0.6,-0.92,-0.81,-1.66,-1.11
19280423,-2.28,-2.03,-0.89,1.35,-1.38,-0.33,-0.74,-0.85,-0.87,-0.26
19280424,-0.62,1.62,0.41,-0.2,0.63,-0.4,0.19,0.18,0.48,0.61
19280425,0.29,-0.48,0.39,0.94,0.15,1.18,-0.01,0,0.74,2.15
19280426,0.04,0.53,0.46,0.84,0.42,-0.22,0.88,0.8,1.33,0.97
19280427,0.42,2.09,1.25,1.68,0.83,0.65,0.88,-0.24,1.87,0.17
19280428,0.32,-0.49,0.22,3.1,0.84,-0.3,-0.07,0.17,0.39,0.09
19280430,-0.27,-0.3,0.01,0.84,-0.11,0.29,-0.4,-0.3,0.8,-0.17
19280501,-0.28,0.64,0.78,-0.65,0.75,1.05,-0.22,1.45,0.52,0.09
19280502,0.16,0.53,-0.02,-1.29,0.24,0.05,0.25,1.58,0.9,0.32
19280503,0.53,1.81,0.09,-0.43,0.1,1.19,0.28,-0.12,0.9,0.14
19280504,0.91,3.29,1.24,0.12,1.41,1.47,0.62,0.65,2.35,0.3
19280507,0.83,1.48,0.67,-0.29,2.24,1.19,0.05,0.2,0.93,0.12
19280508,-0.37,-1.84,-0.89,-1.95,0.67,-0.5,1.49,0.93,-0.4,0.19
19280509,-0.61,-0.4,-0.02,1.38,-0.96,-0.77,0.41,1.8,-1.07,0.77
19280510,0.14,-0.62,0.39,-0.6,-0.5,0.02,-0.28,1.03,-0.1,-0.29
19280511,0.65,1.28,0.57,1.61,0.96,0.54,0.62,0.32,0.62,0.13
19280514,0.09,0.69,0.66,0.82,-0.02,-0.07,0.55,0.09,0.81,0.24
19280515,-0.16,0.91,0.3,-0.44,-0.9,-0.33,-0.43,-0.44,-0.41,-0.12
19280516,-1.07,-2.74,-1.33,-1.76,-2.14,0.15,-1.61,-1.28,-1.47,-1.27
19280517,-0.06,1.41,0.33,0.34,0.25,5.4,0.42,-0.36,-0.62,-0.03
19280518,-0.44,-1.72,-0.21,-1.23,-0.82,-1.04,-0.97,-0.62,-0.99,0.09
19280521,-0.49,-1.6,-0.89,-0.73,-1.23,-1.59,-0.81,0.69,-2.05,-1.45
19280522,-0.89,-2.58,-1.39,-1.18,-2.55,-1.06,-0.93,0.09,-1.25,-0.95
19280523,1.12,4.39,1.56,0.77,2.18,1.17,1.98,2.21,1.83,1.25
19280524,0.82,-0.11,0.62,0.33,1.98,-0.15,0.47,0.45,1.05,0.23
19280525,0.4,-0.61,0.53,1.66,-0.41,-0.5,0.81,-0.32,-0.47,-0.19
19280528,-1.22,-2.25,-1.72,-2.12,-1.66,0.06,-1.4,-1.01,-1.14,-0.98
19280529,0.55,2.95,0.97,0.24,1.44,-0.34,1.11,0.24,0.85,0.4
19280531,0.32,1.01,1.33,0.07,1.44,0.7,1.42,1.39,0.83,1.02
19280601,0.11,0.16,0.28,0.7,1.18,0.44,1.09,0.37,0.26,-0.08
19280602,0.19,2.54,0.67,0.44,0.61,-0.26,0.15,0.4,0.57,0.24
