Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
20020422,-1.53,-0.88,-0.91,-1.54,-1.11,-3.21
20020423,-0.37,-0.03,-0.07,-0.79,0.02,-0.17
20020424,-0.91,-0.46,-0.22,-0.74,-0.51,-0.5
20020425,-0.34,0.22,0.04,-0.01,-0.21,-0.38
20020426,-1.63,-1.34,-1.06,-1.55,-0.88,-1.57
20020429,-0.99,-0.02,-0.48,-0.87,-0.84,-2.53
20020430,2.09,1.78,1.76,1.02,1.41,1.57
20020501,-0.43,0.1,0.36,0.84,0.64,1.46
20020502,-0.11,0.63,0.55,-0.44,0.37,-0.49
20020503,-0.37,-0.02,0.14,-1.32,-0.31,-0.38
20020506,-2.64,-1.41,-1.16,-1.97,-1.59,-1.61
20020507,-1.38,-0.66,-0.42,-0.4,0.09,0.26
20020508,3.34,1.78,1.24,4.39,2.08,2.49
20020509,-2.14,-1.36,-1.11,-1.67,-0.82,-1.29
20020510,-1.71,-1.59,-1.31,-1.78,-1.25,-1.17
20020513,1.58,1.17,0.62,2.02,1.51,0.94
20020514,3.02,2.02,1.92,2.46,1.71,1.24
20020515,0.14,0.3,0.24,-0.6,-0.14,0.49
20020516,-1.09,-0.94,-0.75,0.72,-0.01,-1.18
20020517,0.42,0.12,0.3,0.93,0.3,0.17
20020520,-1.4,-0.96,-0.7,-1.53,-0.85,-0.15
20020521,-1.62,-1.29,-1.17,-1.34,-0.52,-1.28
20020522,-0.53,-0.25,-0.35,0.53,0.18,0.09
20020523,1.4,1.02,0.97,1.01,1.04,1.31
20020524,-1.64,-1.28,-0.94,-1.38,-0.65,-0.76
20020528,-0.13,-0.22,-0.41,-0.8,-0.69,-1.34
20020529,-1.16,-0.9,-0.58,-0.69,-0.55,-0.84
20020530,-0.15,0,-0.11,-0.17,-0.44,-0.34
20020531,0.1,0.1,0.22,0.11,0.41,0.41
20020603,-3.5,-2.49,-2.1,-2.61,-1.91,-1.4
20020604,-0.03,-0.14,-0.59,0.11,-0.37,-0.75
20020605,0.11,0.03,0.69,1.13,0.28,-0.08
20020606,-2.37,-1.92,-1.45,-2,-1.82,-0.95
20020607,1.1,0.98,0.69,-0.16,0.51,0.06
20020610,-0.23,-0.27,-0.08,0.31,0.33,-0.42
20020611,-1.68,-0.91,-0.84,-1.89,-1.36,-1.86
20020612,-0.34,0.06,-0.23,0.93,0.25,-1.85
20020613,-1.37,-1.26,-1.02,-1.1,-1.11,-0.59
20020614,0.64,0.61,-0.01,-0.03,-0.09,-0.78
20020617,3.16,2.13,2.06,2.88,2.79,2.1
20020618,-0.33,-0.14,0.14,-0.01,0.21,0.7
20020619,-1.89,-1.5,-1.22,-1.82,-1.22,-1.5
20020620,-1.22,-0.13,-0.2,-1.45,-1.25,-2.72
20020621,-0.39,0.35,0.58,-2.04,-0.84,-0.27
20020624,-0.36,-0.08,-0.26,0.55,-0.4,-0.6
20020625,-1.5,-1.01,-1.15,-1.87,-1.17,-2.1
20020626,0.07,0.46,-0.16,0.23,-1.42,-1.72
20020627,2.16,1.44,1.28,1.9,1.38,0.43
20020628,0.78,0.86,1.58,-0.6,1.29,2.27
20020701,-4.58,-2.23,-1.96,-2.22,-1.7,-4.12
20020702,-3.76,-2.91,-3.16,-2.17,-1.93,-2.73
20020703,-0.5,-0.64,-1.14,0.79,-0.36,1.13
20020705,3.32,2.59,2.11,3.86,3.01,3.59
20020708,-2.07,-1.5,-0.82,-1.33,-0.55,-1.92
20020709,-1.78,-0.65,-0.41,-2.7,-2.01,-2.07
20020710,-2.64,-1.92,-1.64,-3.11,-2.67,-4.48
20020711,-0.07,-0.61,-1.24,0.73,0.45,0.92
20020712,0.16,-1.01,-0.99,-0.42,-1.11,-0.32
20020715,-0.59,-1.15,-1.35,-0.24,-0.74,-0.39
20020716,0.56,-0.87,-0.83,-1.64,-1.45,-2.08
20020717,1.01,0.4,0.31,0.84,-0.12,0.94
20020718,-3.51,-2.81,-2.38,-2.92,-2.17,-2.07
20020719,-2.63,-2.4,-2.13,-3.7,-2.68,-4.02
20020722,-1.51,-1.82,-1.88,-3.46,-3.17,-2.26
20020723,-3.69,-4.3,-3.89,-2.12,-3.87,-5.11
20020724,4.04,3.72,2.42,6.07,4.87,4.37
20020725,-0.59,-0.47,-0.14,-0.71,0.08,-1.31
20020726,0.44,1,1.06,1.9,0.59,1.73
20020729,4.82,4.66,4.26,5.36,5.71,5.66
20020730,0.39,0,-0.41,0.33,0.63,1.09
20020731,-2.38,-2.11,-1.27,1,0.84,-0.02
20020801,-1.27,-0.76,-0.59,-3.17,-2.15,-1.8
20020802,-3.23,-3.09,-2.91,-2.05,-2.56,-3.72
20020805,-3.41,-2.11,-1.92,-3.37,-3.39,-3.84
20020806,4.09,3.32,2.66,2.91,3.29,3.32
20020807,0.65,0.73,0.52,2.16,1.38,1.49
20020808,2.14,1.66,1.13,3.18,3.27,3.12
20020809,-0.33,-0.28,-0.26,0.26,0.58,0.28
20020812,0.1,-0.01,-0.21,-0.48,-0.4,-0.46
20020813,-2.85,-2.54,-1.82,-2.15,-1.97,-2.1
20020814,3.14,3.04,2.1,4.37,2.53,3.59
20020815,0.8,0.35,-0.05,1.08,1.15,3.17
20020816,1.59,1.21,0.97,-0.1,-0.03,0.24
20020819,1.51,1.42,1.26,2.33,1.94,2.49
20020820,-0.69,-0.86,-0.56,-1.51,-1.4,0.01
20020821,2.3,2.2,1.91,1.21,1.38,2.3
20020822,1.31,0.56,0.78,1.4,1.33,1.29
20020823,-2.54,-2.08,-1.84,-2.31,-1.92,-3.04
20020826,1.33,1.89,1.62,0.6,1.22,1.12
20020827,-3.16,-2.25,-1.76,-1.67,-1.01,-1.19
20020828,-2.3,-1.77,-2.02,-1.77,-1.84,-1.52
20020829,2.1,1.06,0.05,-0.02,0.3,1.15
20020830,-1.33,-0.71,0.24,-0.33,-0.07,-0.15
20020903,-3.65,-2.68,-2.4,-4.24,-3.45,-4.26
20020904,2.59,2.48,2.3,1.93,1.4,1.96
20020905,-2.2,-2.21,-1.89,-1.7,-1.09,-1.82
20020906,2.94,2.46,2.1,1.75,1.46,2.87
20020909,0.48,0.08,0.01,1.07,0.84,0.5
20020910,0.97,0.25,0.4,0.95,-0.28,1.04
20020911,0.07,-0.21,-0.09,-0.08,-0.07,0.65
20020912,-1.84,-1.75,-1.17,-2.55,-2.19,-2.52
20020913,0.83,0.91,0.67,0.4,0.14,0.64
20020916,-1.12,-0.91,-0.68,0.34,-0.34,-0.7
20020917,-2.01,-1.45,-1.31,-2.01,-1.83,-1.51
20020918,-0.81,-0.74,-0.8,-0.42,-0.59,-0.03
20020919,-3.17,-2.72,-2.36,-2.98,-2.92,-3.12
20020920,0.17,0.36,0.29,0.09,0.37,0.5
20020923,-2.66,-2.22,-2.11,-1.38,-1.36,-1.75
20020924,-0.38,-0.86,-0.97,-1.41,-1.93,-2.05
20020925,3.07,2.1,1.6,2.66,2.05,1.92
20020926,0.64,1.81,1.59,1.48,2.39,2.57
20020927,-2.33,-2.25,-2.03,-3.39,-2.37,-2.42
20020930,-0.06,0.06,-0.09,-1.58,-0.58,-2.35
20021001,1.14,1.66,1.55,4.09,3.22,2.68
20021002,-2.12,-1.84,-1.69,-2.18,-3.08,-1.92
20021003,-0.93,-0.9,-0.66,-0.84,-2.16,-1.42
20021004,-2.48,-2.2,-2.19,-2.09,-2.55,-2.79
20021007,-2.96,-2.56,-2.49,-1.57,-2.85,-2.75
20021008,0.62,0.46,0.04,2.12,1.05,-0.91
20021009,-2.94,-3.67,-3.58,-2.11,-4.42,-3.57
20021010,2.91,2.42,1.37,3.02,4.65,5.11
20021011,2.84,2.38,2.25,3.91,3.95,3.91
20021014,1.01,0.47,0.18,1.03,0.49,-0.53
20021015,4.25,3.97,3.57,4.58,4.82,5.7
20021016,-2.77,-2.46,-1.94,-2.49,-2.17,-2.92
20021017,3.86,3.29,2.48,2.36,2.28,2.52
20021018,0.59,0.2,-0.03,0.66,0.22,0.32
20021021,1.9,1.17,1.13,1.34,2.27,3.23
20021022,-1.5,-1.48,-1.22,-1.16,-1.06,-0.17
20021023,1.72,1.86,1.35,0.5,1.07,1.25
20021024,-0.67,-0.74,-0.54,-1.67,-1.07,-1.24
20021025,1.64,1.77,1.39,1.9,1.31,1.18
20021028,-0.35,-0.87,-0.97,-0.9,-0.5,-0.8
20021029,-0.43,0.05,0.02,-0.77,-1.18,-1.56
20021030,2.01,1.52,0.83,0.91,1.32,0.86
20021031,-0.05,0.02,-0.02,-0.49,-0.52,0.2
20021101,2.78,2.61,1.9,1.65,1.79,1.46
20021104,2.13,0.66,0.66,0.74,0.64,1.13
20021105,-0.17,-0.39,-0.13,0.75,0.44,1.23
20021106,2.21,1.35,1.74,0.8,0.89,2.08
20021107,-2.61,-2.26,-1.86,-1.97,-2.75,-3.32
20021108,-1.23,-0.98,-0.81,-0.88,-0.97,-0.75
20021111,-3.04,-2.37,-1.99,-2.09,-1.86,-2.18
20021112,1.85,1.43,0.94,0.71,0.88,1.12
20021113,0.63,0.22,0.29,0,-0.03,-0.26
20021114,2.99,2.31,2,2.61,2.11,1.81
20021115,0.3,-0.1,-0.22,0.58,0.87,0.87
20021118,-0.5,-0.76,-0.89,-1.04,-1,-0.99
20021119,-1.11,-0.62,-0.4,-0.53,-0.1,-0.71
20021120,2.77,2.43,1.69,2,1.98,1.21
20021121,3.13,2.14,1.62,1.93,2.37,3.55
20021122,0.74,0.64,0.32,-0.55,0.15,0.35
20021125,1.73,1.03,1.12,0.29,0.01,1.03
20021126,-2.04,-1.23,-0.95,-2.14,-1.72,-2.08
20021127,3.17,2.7,2.79,2.83,2.6,2.93
20021129,-0.67,-0.87,-0.5,-0.38,-0.2,0.5
20021202,0.47,0.71,0.22,-0.18,-0.14,-0.16
20021203,-2.37,-1.54,-1.49,-1.35,-1.3,-3.67
20021204,-1.47,-0.95,-0.09,-0.16,-0.77,-0.55
20021205,-0.88,-0.81,-0.57,-1.26,-1.15,-0.17
20021206,0.46,0.49,0.45,0.59,0.73,0.39
20021209,-3.37,-2.32,-2.06,-2.23,-1.89,-2.95
20021210,1.85,1.89,1.55,1.37,1.58,1.41
20021211,0,0.21,-0.06,0.02,0.23,0.71
20021212,-0.03,0.51,0.53,-0.45,-0.03,-0.42
20021213,-2.23,-1.64,-1.33,-1.36,-1.11,-1.46
20021216,1.88,1.63,1.49,2.26,2.26,1.98
20021217,-0.85,-0.57,-0.9,-1,-0.36,-0.08
20021218,-2.16,-1.66,-1.64,-1.32,-1.21,-1.68
20021219,-0.77,0.02,-0.06,-0.72,-0.9,-0.68
20021220,1.28,0.63,0.55,1.26,1.44,1.18
20021223,0.87,0.55,0.53,0.23,-0.05,0.44
20021224,-0.44,-0.36,-0.27,-0.52,-0.52,-0.58
20021226,0.45,0.29,0.18,-0.45,0.37,0
20021227,-1.29,-1.23,-1.01,-1.52,-1.49,-1.78
20021230,-0.86,-0.31,-0.41,0.43,0.44,0.11
20021231,0.49,0.2,0.53,-0.03,0.19,1.06
20030102,2.62,2.4,1.94,3.3,2.92,3.35
20030103,-0.28,-0.49,-0.46,-0.12,0.01,0.15
20030106,1.93,1.48,1.25,2.09,2.43,1.96
20030107,-0.31,-0.68,-0.41,-0.54,-0.9,-0.78
20030108,-1.32,-1.18,-0.89,-1.44,-1.2,-1.02
20030109,2.43,1.55,1.37,1.93,1.71,2.04
20030110,0.45,0.21,0.05,-0.03,-0.13,0.73
20030113,0.06,-0.12,0.19,-0.12,-0.3,0.14
20030114,0.57,0.57,0.48,0.57,0.47,0.32
20030115,-1,-0.48,-0.28,-1.52,-1.14,-1.12
20030116,-0.34,-0.2,0.09,-0.39,-0.27,-0.46
20030117,-2.13,-1.53,-1.09,-1.56,-0.84,-1.2
20030121,-1.35,-1.28,-1.15,-1.4,-1.63,-2.31
20030122,-0.67,-0.62,-0.85,-0.89,-1.08,-1.7
20030123,1.14,0.76,0.59,0.95,1.03,0.21
20030124,-2.45,-2.17,-1.84,-2.93,-2.62,-2.4
20030127,-2.17,-1.6,-1.35,-1.48,-1.78,-2.55
20030128,1.54,1.13,0.96,1.33,1.05,1.02
20030129,0.56,0.38,0.3,0.7,0.41,0.68
20030130,-2.15,-1.77,-1.41,-2.21,-1.65,-3.68
20030131,0.79,1.11,1.21,1.23,1.57,1.27
20030203,-0.76,-0.32,-0.19,0.61,0.28,-0.11
20030204,-0.83,-0.29,-0.4,-1.31,-1.44,-2.13
20030205,-0.55,-0.37,-0.26,-0.55,-0.42,-0.73
20030206,-0.78,-0.59,-0.63,-0.58,-1,-0.47
20030207,-1.48,-1.55,-1.6,-0.99,-0.96,-1.34
20030210,0.47,0.89,0.78,0.72,0.64,0.55
20030211,-0.03,-0.58,-0.66,-0.71,-0.85,-0.69
20030212,-1.52,-1.03,-1.01,-1.19,-1.41,-1.49
20030213,-0.63,-0.12,-0.5,-0.18,-0.01,-0.8
20030214,1.65,0.89,0.58,2.12,1.48,1.87
20030218,2,1.52,1.39,2,1.85,2.34
20030219,-1.07,-1.06,-0.81,-0.7,-0.48,-0.9
20030220,0.11,-0.08,-0.11,-1,-0.59,-1.09
20030221,1.06,1.4,0.97,1.34,1.25,1.29
20030224,-1.9,-1.45,-1.29,-1.73,-1.69,-2.56
20030225,0.71,0.71,0.59,0.77,0.41,0.51
20030226,-0.97,-0.93,-0.74,-1.44,-0.86,-0.78
20030227,0.97,0.92,0.69,1.19,0.97,1.2
20030228,-0.08,-0.15,-0.14,0.4,0.4,0.9
20030303,-0.64,-0.28,-0.21,-0.85,-0.24,-0.42
20030304,-0.95,-0.68,-0.87,-1.46,-1.33,-2.61
20030305,-0.21,-0.09,-0.04,1.01,0.55,0.8
20030306,-0.78,-0.62,-0.7,-0.83,-0.91,-0.85
20030307,0.12,-0.05,0.12,0.89,0.74,0.56
20030310,-1.98,-1.56,-1.46,-2.47,-2.24,-2.79
20030311,-0.5,-0.25,-0.37,-0.61,-1.15,-2.13
20030312,-0.22,-0.44,-0.21,0.65,-0.21,-0.18
20030313,3.4,2.49,1.8,3.54,3.07,3.92
20030314,-0.15,-0.28,-0.29,0.1,0.14,0.54
20030317,3.57,2.51,2.32,3.6,2.94,4.36
20030318,1.12,0.7,0.39,0.43,0.48,-0.15
20030319,-0.08,0.15,0.25,0.87,0.7,0.08
20030320,0.52,0.67,0.54,0.14,0.46,0.86
20030321,1.6,1.25,1.4,2.34,2.01,2.44
20030324,-2.61,-2.15,-1.95,-3.5,-3.14,-3.8
20030325,1.54,1.06,1.01,1.2,0.97,1.67
20030326,-0.58,-0.95,-0.82,-0.47,-0.58,-0.8
20030327,0.6,0.29,0.55,-0.17,-0.18,-0.15
20030328,-0.5,0.02,-0.01,-0.67,0.01,-0.72
20030331,-1.41,-1.01,-0.55,-1.79,-1.57,-1.8
20030401,0.71,1.16,1.01,1.09,1.29,1.27
20030402,2.78,1.83,1.67,2.78,2.42,2.17
20030403,-0.15,-0.25,-0.12,-0.39,-0.94,-0.39
20030404,-0.9,-0.31,-0.17,0.12,0.5,0.18
20030407,0.84,0.75,0.91,0,0.27,1.09
20030408,-0.68,-0.4,-0.46,-0.17,-0.3,-0.21
20030409,-0.9,-0.58,-0.25,-1.54,-0.94,-0.66
20030410,-0.05,0.35,0.18,0.55,0.82,-0.17
20030411,-0.23,-0.27,-0.28,-0.37,-0.03,-0.42
20030414,1.6,1.56,1.37,1.93,1.8,2.17
20030415,0.65,0.56,0.45,0.6,0.8,0.02
20030416,-0.41,-0.5,-0.49,-1.24,-1.02,-0.81
20030417,1.56,1.76,1.36,1.57,1.34,1.71
20030421,0.72,0.25,0.25,-0.31,0.09,0.4
20030422,1.68,1.48,1.27,2.03,2.2,2.91
20030423,1.58,0.81,0.67,0.84,0.66,2.38
20030424,-0.29,-0.63,-0.33,-0.77,-1.05,-1.18
20030425,-1.18,-0.78,-0.69,-1.4,-1.09,-2.12
20030428,1.88,1.67,1.62,1.89,1.52,1.93
20030429,0.77,-0.12,-0.02,0.41,0.08,0.78
20030430,0.72,0.72,0.97,-0.14,0.25,0.11
20030501,0.13,0.15,0.27,0,-0.08,-0.65
20030502,2.51,1.83,1.72,1.58,1.53,1.39
20030505,1,0.42,0.31,-0.33,0,-0.4
20030506,0.43,0.75,0.63,0.87,0.72,0.75
20030507,-0.74,-0.34,-0.02,-0.59,-0.2,-0.15
20030508,-0.83,-0.5,-0.41,-0.97,-1.16,-1.11
20030509,1.54,1.43,1.29,1.53,1.02,1.35
20030512,1.51,1.07,1.03,1.21,1.3,1.48
20030513,0.29,0.41,0.38,-0.34,-0.17,0.17
20030514,0.33,-0.01,0.03,-0.37,-0.09,-0.05
20030515,0.93,0.56,0.52,0.71,0.76,0.84
20030516,-1.36,-1.45,-1.06,-0.56,0.29,1.15
20030519,-2.05,-1.57,-1.42,-2.33,-2.21,-2.88
20030520,-0.07,0.16,-0.11,-0.1,0,-0.26
20030521,0.43,0.47,0.29,0.29,0.49,1.06
20030522,1.62,0.75,0.6,0.87,0.89,1.75
20030523,0.81,0.87,0.8,-0.01,0.9,0.79
20030527,2.94,2,1.57,2.07,1.74,1.35
20030528,0.71,0.86,0.58,0.33,0.09,-0.35
20030529,0.7,0.73,0.64,-0.25,-0.68,-0.04
20030530,1.77,1.94,1.88,1.46,1.78,1.56
20030602,0.2,0.27,0.58,0.18,0.75,1.31
20030603,0.1,0.29,0.22,0.62,0.17,-0.63
20030604,1.94,1.55,1.73,1.47,1.74,1.61
20030605,2.17,0.94,0.75,0.47,0.31,0.41
20030606,-0.39,-0.68,-0.57,-0.25,-0.23,-0.67
20030609,-2.34,-1.58,-1.22,-1.11,-1.55,-1.88
20030610,1.28,1.34,1.37,0.94,0.83,1.05
20030611,1.12,1.22,0.94,1.15,1.48,2.08
20030612,0.64,0.22,0.46,-0.01,0.32,0.86
20030613,-1.66,-1.33,-0.88,-0.95,-0.89,-1.49
20030616,1.85,1.58,1.39,2.33,1.84,1.83
20030617,0.23,0.15,0.24,0.16,-0.07,-0.09
20030618,0.12,0.25,-0.13,-0.05,-0.38,-0.26
20030619,-2.29,-1.12,-0.79,-1.54,-1.24,-1.57
20030620,-0.14,-0.2,0.02,0.05,0.08,0.1
20030623,-2.64,-2.04,-1.8,-1.42,-1.48,-1.79
20030624,0.26,0.14,0.45,0.25,0.08,0.31
20030625,0.74,0.44,0.21,-0.87,-0.41,-0.51
20030626,1.94,1.18,1.11,1.11,0.92,0.92
20030627,-0.3,0.01,-0.25,-0.97,-0.68,-0.64
20030630,-0.33,-0.07,0.03,-0.2,-0.13,0.3
20030701,0.14,0.49,0.26,0.83,0.83,0.41
20030702,2.21,1.9,2.51,1.27,1.08,1.07
20030703,-0.48,-0.45,-0.56,-0.77,-0.65,-0.86
20030707,2.12,1.76,2.03,1.89,1.79,2.51
20030708,1.89,1.74,1.63,0.38,0.39,0.56
20030709,0.78,0.46,0.91,-0.7,0.08,-0.3
20030710,-1.63,-1.43,-1.58,-1.14,-1.64,-1.64
20030711,1.11,1.07,0.88,0.87,0.99,0.99
20030714,1.25,0.94,0.95,0.52,0.98,1.09
20030715,-0.43,-0.34,-0.36,-0.29,-0.64,-0.43
20030716,-0.78,-0.5,-0.52,-0.33,-1.1,-1.11
20030717,-2.89,-2.42,-2.99,-1.28,-1.25,-1.98
20030718,1.17,0.84,1.01,0.93,1.46,1.13
20030721,-1.09,-1.57,-1.66,-1.43,-1.39,-1.62
20030722,1.54,1.21,1.52,0.78,1.04,1.48
20030723,0.75,0.39,0.09,0.3,0.11,-1.04
20030724,-0.11,-0.11,-0.29,-0.8,-0.78,0.15
20030725,1.05,0.5,0.98,1.73,1.39,1.33
20030728,1.16,0.86,1.13,-0.27,0.02,0.47
20030729,-0.12,0.03,-0.11,-0.75,-0.34,-0.72
20030730,-0.27,-0.09,-0.25,-0.01,-0.17,-1.24
20030731,0.6,0.58,0.85,0.22,0.27,0.76
20030801,-1.62,-1.38,-1.64,-1.01,-1.06,-1.11
20030804,-0.64,-0.64,-0.63,0.35,-0.01,-0.27
20030805,-1.6,-1.34,-1.33,-1.74,-1.67,-1.98
20030806,-1.26,-0.49,-0.68,-0.06,0.44,0.29
20030807,-0.06,-0.04,-0.11,0.79,0.55,-0.1
20030808,0.02,0.07,-0.04,0.16,0.76,0.53
20030811,1.23,1.05,1.06,0.39,0.29,0.5
20030812,1.75,1.51,1.62,0.94,1.24,1.17
20030813,0.25,0.22,0.13,-0.62,-0.46,-0.39
20030814,0.65,0.7,1.09,0.55,0.57,0.99
20030815,0.13,0.3,0.15,0.2,-0.09,-0.09
20030818,1.95,1.65,1.9,1.06,0.61,1.29
20030819,1.49,1.55,1.68,0.18,0.36,1.21
20030820,0.22,0.24,0.16,-0.21,-0.14,-0.04
20030821,1.07,0.99,1.32,0.33,0.3,0.91
20030822,-1.75,-1.76,-1.39,-0.85,-1.35,-0.97
20030825,-0.38,-0.28,-0.19,0.21,-0.26,-0.6
20030826,0.35,0.48,0.59,0.27,0.26,0.4
20030827,1.22,0.83,0.94,0.1,-0.08,0.5
20030828,1.09,0.86,1.16,0.64,0.69,0.99
20030829,0.41,0.33,0.41,0.4,0.65,1.07
20030902,1.94,1.73,1.9,1.46,1.12,1.56
20030903,0.51,0.71,0.89,0.43,0.41,0.33
20030904,0.69,0.33,0.65,0.26,0.08,-0.05
20030905,-0.65,-0.75,-0.45,-0.64,-0.63,-0.44
20030908,1.84,1.31,1.7,1.1,0.91,0.99
20030909,-0.53,-0.62,-0.56,-0.84,-0.59,-1.26
20030910,-2.13,-2.08,-2.32,-1,-1.6,-2.01
20030911,1.04,1.08,1.33,0.63,0.48,0.4
20030912,0.29,0.24,0.59,0.23,0.17,0.26
20030915,-0.24,-0.29,-0.11,-0.34,-0.39,-0.62
20030916,1.65,1.49,1.52,1.36,1.4,1.61
20030917,0.16,-0.2,0.09,-0.33,-0.27,0.09
20030918,0.88,0.75,0.97,1.13,1.62,1.54
20030919,0.13,0.12,0.35,-0.37,0.05,-0.55
20030922,-1.4,-1.04,-1.05,-1.36,-1.19,-1.43
20030923,1.24,0.94,1.19,0.65,0.52,0.5
20030924,-2.25,-1.94,-2,-1.97,-1.56,-2.06
20030925,-2.69,-2.16,-2.49,-0.52,-0.73,-1.15
20030926,-2.41,-1.72,-1.99,-0.71,-0.58,-1.04
20030929,1.19,1.32,1.62,1,0.96,0.61
20030930,-0.81,-1,-0.89,-1.16,-0.62,-0.78
20031001,1.97,2.72,2.59,2.25,2.07,1.81
20031002,0.88,0.32,0.46,0.2,0.22,0.77
20031003,1.74,1.68,1.63,1.04,0.8,1.13
20031006,0.87,0.78,1.17,0.31,0.67,0.73
20031007,0.69,0.83,0.93,0.43,0.59,0.4
20031008,-0.96,-0.72,-0.56,-0.52,-0.31,-0.52
20031009,0.76,0.93,1.03,0.45,0.52,0.93
20031010,-0.39,-0.35,-0.19,-0.14,0.01,0.48
20031013,1.71,1.6,1.58,0.58,1.05,0.89
20031014,0.74,0.78,1.08,0.41,0.34,0.41
20031015,-0.83,-0.69,-0.56,-0.25,-0.38,-0.62
20031016,0.47,0.46,0.47,0.32,0.38,0.4
20031017,-1.7,-1.7,-1.44,-1.06,-1,-1.22
20031020,0.27,0.16,0.21,0.64,0.12,0.2
20031021,0.89,0.58,0.75,0.28,0.12,-0.2
20031022,-2.16,-2.13,-2.1,-1.63,-0.99,-1.73
20031023,-0.47,-0.59,-0.51,0.31,0.43,-0.1
20031024,-0.59,-0.71,-0.93,-0.51,-0.28,-0.2
20031027,1.52,1.45,1.7,0.23,0.3,0.66
20031028,2.23,1.95,1.88,1.63,1.38,1.53
20031029,1.07,0.96,1.27,-0.03,0.56,0.4
20031030,-0.27,-0.23,0.03,-0.26,0.19,-0.02
20031031,-0.25,-0.21,-0.29,0.36,0.37,0.22
20031103,1.42,1.76,1.81,0.79,0.96,1.21
20031104,0.01,0.2,0.63,-0.68,-0.22,-0.47
20031105,0.12,0.05,0.18,-0.07,0.05,-0.32
20031106,0.48,0.84,0.73,0.58,0.61,0.54
20031107,-0.03,0.14,0.15,-0.44,-0.35,-0.03
20031110,-1.77,-1.5,-1.74,-0.61,-0.66,-0.68
20031111,-1.04,-0.73,-0.73,0.02,-0.25,-0.5
20031112,2.45,2.11,2.08,1.35,0.99,1.3
20031113,0.33,0.06,0.09,0.01,0.06,-0.17
20031114,-1.51,-1.62,-1.26,-0.64,-0.9,-1.01
20031117,-1.33,-1.12,-1.59,-0.66,-0.56,-0.79
20031118,-0.92,-0.94,-0.58,-0.78,-1.07,-0.95
20031119,0.61,0.98,0.74,0.83,0.66,0.66
20031120,-0.2,-0.53,-0.77,-0.96,-0.58,-0.34
20031121,0.29,0.52,0.78,0.01,0.42,0.69
20031124,2.58,2.26,2.36,1.75,1.34,1.91
20031125,0.65,0.67,0.89,0,0.54,0.96
20031126,0.31,0.36,0.66,0.33,0.41,0.81
20031128,0.48,0.11,0.29,0.07,0.1,-0.07
20031201,1.54,1.35,1.44,1.13,1.02,0.99
20031202,-0.17,-0.11,-0.06,-0.39,-0.11,-0.24
20031203,-1.72,-1.31,-1.04,-0.22,-0.22,-0.06
20031204,-0.38,-0.04,-0.23,0.38,0.42,-0.22
20031205,-0.89,-0.87,-0.89,-0.8,-0.71,-0.95
20031208,0.2,0.76,0.71,0.62,0.74,0.82
20031209,-1.46,-1.38,-1.41,-0.89,-0.99,-0.56
20031210,-1.25,-0.99,-1.49,-0.05,-0.35,-0.28
20031211,2.74,2.47,2.48,1.18,1.08,1.75
20031212,0.78,0.89,1.01,0.16,0.34,0.54
20031215,-2.08,-1.93,-1.87,-0.61,-0.59,-0.5
20031216,-0.14,0.43,0.2,0.6,0.53,0.3
20031217,0.47,0,0.03,0.12,0.17,0.35
20031218,1.49,1.64,1.55,1.16,1.18,1.53
20031219,-0.08,-0.17,0.17,-0.18,0.11,0.37
20031222,0.32,0.44,0.59,0.21,0.55,0.86
20031223,1,0.96,0.95,0.35,0.18,0.28
20031224,-0.39,-0.41,-0.29,-0.15,-0.2,-0.01
20031226,0.52,0.45,0.57,0.15,0.16,0.21
20031229,1.69,1.54,1.64,1.25,1.32,1.22
20031230,0.23,0.31,0.39,-0.01,0.08,0.13
20031231,-1.19,-1.45,-1.11,0.22,0,0.2
20040102,0.55,0.59,0.9,-0.33,-0.25,0.16
20040105,1.41,1.41,1.68,1.22,1.06,0.98
20040106,0.21,0.08,0.54,0.21,0.11,0.24
20040107,0.89,0.78,0.76,0.35,0.12,0.36
20040108,0.7,0.89,1.21,0.21,0.56,0.97
20040109,-0.65,-0.86,-0.41,-0.86,-0.49,-0.7
20040112,1.28,1.3,1.54,0.51,0.42,0.42
20040113,-0.23,-0.28,-0.31,-0.63,-0.39,-0.36
20040114,0.64,0.86,0.99,0.7,0.83,1.17
20040115,0.13,0.05,0.03,0.14,0.33,-0.33
20040116,0.56,0.6,1.42,0.64,0.74,0.91
20040120,1.3,1.27,1.62,-0.18,0.18,0.67
20040121,-0.16,-0.18,-0.06,0.56,0.92,1.38
20040122,-0.85,-1.04,-0.75,-0.26,-0.21,-0.27
20040123,0.65,0.74,0.48,-0.14,-0.28,-0.5
20040126,0.94,0.88,0.88,1.3,0.98,0.71
20040127,-1.03,-0.85,-1.02,-1.02,-0.86,-0.95
20040128,-1.87,-1.8,-2.01,-1.14,-1.63,-1.87
20040129,-0.73,-0.64,-1.21,0.67,0.15,-0.53
20040130,0.01,-0.01,0.5,-0.34,0.02,-0.09
20040202,0.05,-0.1,-0.19,0.38,0.23,0.08
20040203,-0.18,-0.27,-0.15,0.17,-0.18,-0.19
20040204,-2.44,-2.27,-2.87,-0.65,-0.96,-1.27
20040205,0.53,0.82,0.81,0.32,-0.05,0.53
